GENE	TP	FP	FN	P	R
ENSG00000167107	3173	596	9	0.842	0.997
ENSG00000207421	38	16	0	0.704	1.0
ENSG00000286263	338	476	2	0.415	0.994
ENSG00000170128	70	0	0	1.0	1.0
ENSG00000232166	6	0	0	1.0	1.0
ENSG00000260948	0	0	0	0	0
ENSG00000143507	2758	89	6	0.969	0.998
ENSG00000256826	183	0	1	1.0	0.995
ENSG00000200327	0	0	0	0	0
ENSG00000172380	130	256	0	0.337	1.0
ENSG00000241322	937	536	1	0.636	0.999
ENSG00000186980	24	2	0	0.923	1.0
ENSG00000252073	0	0	0	0	0
ENSG00000235378	0	0	0	0	0
ENSG00000154198	365	259	1	0.585	0.997
ENSG00000227070	44	378	0	0.104	1.0
ENSG00000235143	254	12	0	0.955	1.0
ENSG00000226406	0	0	0	0	0
ENSG00000284309	0	11	0	0.0	0
ENSG00000201178	0	0	0	0	0
ENSG00000169474	34	0	0	1.0	1.0
ENSG00000270575	0	1	0	0.0	0
ENSG00000261706	0	0	0	0	0
ENSG00000116985	42	5275	0	0.008	1.0
ENSG00000184351	0	0	0	0	0
ENSG00000237605	182	40	0	0.82	1.0
ENSG00000286732	266	16	0	0.943	1.0
ENSG00000264083	72	70	2	0.507	0.973
ENSG00000262585	742	579	2	0.562	0.997
ENSG00000213028	0	1	0	0.0	0
ENSG00000264750	24	0	0	1.0	1.0
ENSG00000163875	4446	203	16	0.956	0.996
ENSG00000237492	74	0	0	1.0	1.0
ENSG00000229911	0	0	0	0	0
ENSG00000251754	0	0	0	0	0
ENSG00000238482	12	0	0	1.0	1.0
ENSG00000279660	0	696	0	0.0	0
ENSG00000234912	1670	249	16	0.87	0.991
ENSG00000081248	0	168	0	0.0	0
ENSG00000224468	0	6	0	0.0	0
ENSG00000230937	668	6	10	0.991	0.985
ENSG00000272510	0	4	0	0.0	0
ENSG00000235605	0	23	0	0.0	0
ENSG00000265400	0	138	0	0.0	0
ENSG00000225313	9703	1133	25	0.895	0.997
ENSG00000201898	0	0	0	0	0
ENSG00000227274	2	220	0	0.009	1.0
ENSG00000178971	3104	257	6	0.924	0.998
ENSG00000160194	1209	588	3	0.673	0.998
ENSG00000142197	4369	5034	17	0.465	0.996
ENSG00000284376	432	1809	2	0.193	0.995
ENSG00000252685	0	8	0	0.0	0
ENSG00000277463	0	117	0	0.0	0
ENSG00000224702	0	0	0	0	0
ENSG00000203705	2767	467	19	0.856	0.993
ENSG00000161526	2403	679	7	0.78	0.997
ENSG00000287040	4	45	0	0.082	1.0
ENSG00000239246	45	5	1	0.9	0.978
ENSG00000262881	747	20	3	0.974	0.996
ENSG00000260386	1608	72	6	0.957	0.996
ENSG00000159588	128	0	0	1.0	1.0
ENSG00000137992	1032	573	2	0.643	0.998
ENSG00000169717	717	1	3	0.999	0.996
ENSG00000277991	611	3531	3	0.148	0.995
ENSG00000266598	6	20	0	0.231	1.0
ENSG00000264058	2449	98486	7	0.024	0.997
ENSG00000117054	2013	480	9	0.807	0.996
ENSG00000167695	1529	100	1	0.939	0.999
ENSG00000253086	81	0	3	1.0	0.964
ENSG00000241788	0	1	0	0.0	0
ENSG00000263781	0	0	0	0	0
ENSG00000132781	6991	100	35	0.986	0.995
ENSG00000273098	0	20	0	0.0	0
ENSG00000153029	5881	279	29	0.955	0.995
ENSG00000234496	0	0	0	0	0
ENSG00000275291	0	1	0	0.0	0
ENSG00000015532	3741	1418	9	0.725	0.998
ENSG00000274736	30	29	0	0.508	1.0
ENSG00000230932	12	113	0	0.096	1.0
ENSG00000284642	17	28	1	0.378	0.944
ENSG00000121058	2	318	0	0.006	1.0
ENSG00000215005	110	23	0	0.827	1.0
ENSG00000156265	2319	1028	7	0.693	0.997
ENSG00000271092	97	2127	1	0.044	0.99
ENSG00000231349	34	0	0	1.0	1.0
ENSG00000232273	0	0	0	0	0
ENSG00000159409	788	32	0	0.961	1.0
ENSG00000122180	0	12	0	0.0	0
ENSG00000275933	0	0	0	0	0
ENSG00000199471	0	6	0	0.0	0
ENSG00000265833	0	1	0	0.0	0
ENSG00000226483	0	2	0	0.0	0
ENSG00000188931	0	1387	0	0.0	0
ENSG00000162755	821	0	1	1.0	0.999
ENSG00000233316	6	2	0	0.75	1.0
ENSG00000252682	0	0	0	0	0
ENSG00000236439	0	35	0	0.0	0
ENSG00000122477	395	373	1	0.514	0.997
ENSG00000215840	0	7	0	0.0	0
ENSG00000286655	0	1890	0	0.0	0
ENSG00000224985	0	320	0	0.0	0
ENSG00000223429	0	0	0	0	0
ENSG00000176681	18	16266	0	0.001	1.0
ENSG00000199890	0	0	0	0	0
ENSG00000236253	470	67	2	0.875	0.996
ENSG00000235446	0	489	0	0.0	0
ENSG00000279340	0	0	0	0	0
ENSG00000278931	389	50	1	0.886	0.997
ENSG00000230426	5064	1752	6	0.743	0.999
ENSG00000230027	30	125	0	0.194	1.0
ENSG00000108561	258	2139	2	0.108	0.992
ENSG00000125430	0	227	0	0.0	0
ENSG00000224574	1299	0	1	1.0	0.999
ENSG00000260246	0	699	0	0.0	0
ENSG00000239527	0	41	0	0.0	0
ENSG00000244025	0	0	0	0	0
ENSG00000287395	0	63	0	0.0	0
ENSG00000186566	2456	1310	8	0.652	0.997
ENSG00000181036	1344	12	8	0.991	0.994
ENSG00000163909	0	79	0	0.0	0
ENSG00000180198	7381	2352	25	0.758	0.997
ENSG00000284519	0	204	0	0.0	0
ENSG00000264829	0	0	0	0	0
ENSG00000132470	14782	319	56	0.979	0.996
ENSG00000222788	0	4	0	0.0	0
ENSG00000235501	226	226	0	0.5	1.0
ENSG00000142188	146	862	0	0.145	1.0
ENSG00000278287	0	0	0	0	0
ENSG00000054267	77	3907	1	0.019	0.987
ENSG00000238084	0	42	0	0.0	0
ENSG00000264172	42	60	0	0.412	1.0
ENSG00000027869	638	229	2	0.736	0.997
ENSG00000228404	2	4573	0	0.0	1.0
ENSG00000202263	2	0	0	1.0	1.0
ENSG00000231630	4	0	0	1.0	1.0
ENSG00000143418	1136	1522	2	0.427	0.998
ENSG00000159348	114	2	0	0.983	1.0
ENSG00000266111	276	1165	6	0.192	0.979
ENSG00000215938	0	0	0	0	0
ENSG00000285179	0	37	0	0.0	0
ENSG00000234293	0	0	0	0	0
ENSG00000267750	2485	6643	17	0.272	0.993
ENSG00000232912	534	119	2	0.818	0.996
ENSG00000226204	0	46	0	0.0	0
ENSG00000143545	165	51	1	0.764	0.994
ENSG00000285794	269	157	1	0.631	0.996
ENSG00000159210	1764	306	8	0.852	0.995
ENSG00000233290	522	1399	0	0.272	1.0
ENSG00000130935	156	292	0	0.348	1.0
ENSG00000049245	736	87	6	0.894	0.992
ENSG00000085552	16722	10	40	0.999	0.998
ENSG00000266677	87	2815	1	0.03	0.989
ENSG00000236320	118	113	0	0.511	1.0
ENSG00000229612	0	0	0	0	0
ENSG00000265293	0	2	0	0.0	0
ENSG00000171446	273	38	1	0.878	0.996
ENSG00000232621	236	13	0	0.948	1.0
ENSG00000235263	87	31	1	0.737	0.989
ENSG00000108883	665	655	3	0.504	0.996
ENSG00000142687	7209	774	35	0.903	0.995
ENSG00000126106	2601	5091	7	0.338	0.997
ENSG00000264968	4	171	0	0.023	1.0
ENSG00000242688	0	3	0	0.0	0
ENSG00000276835	0	1	0	0.0	0
ENSG00000252510	0	0	0	0	0
ENSG00000265746	386	21	6	0.948	0.985
ENSG00000264215	0	0	0	0	0
ENSG00000141527	6142	961	36	0.865	0.994
ENSG00000109047	326	76	2	0.811	0.994
ENSG00000177800	976	17	4	0.983	0.996
ENSG00000225447	96	0	2	1.0	0.98
ENSG00000271439	0	5	0	0.0	0
ENSG00000203605	0	362	0	0.0	0
ENSG00000266692	0	74	0	0.0	0
ENSG00000126581	3686	761	12	0.829	0.997
ENSG00000162775	910	63	4	0.935	0.996
ENSG00000265801	0	2	0	0.0	0
ENSG00000273062	1628	3	4	0.998	0.998
ENSG00000284601	20	37	0	0.351	1.0
ENSG00000287343	6	14	0	0.3	1.0
ENSG00000186860	0	0	0	0	0
ENSG00000266501	0	0	0	0	0
ENSG00000205312	252	701	0	0.264	1.0
ENSG00000264373	0	0	0	0	0
ENSG00000196878	1285	283	5	0.82	0.996
ENSG00000269978	0	0	0	0	0
ENSG00000162494	12	308	0	0.037	1.0
ENSG00000263503	989	0	5	1.0	0.995
ENSG00000206104	200	1	0	0.995	1.0
ENSG00000221406	18	0	0	1.0	1.0
ENSG00000197568	416	252	0	0.623	1.0
ENSG00000279838	26	18	0	0.591	1.0
ENSG00000134248	1088	1156	6	0.485	0.995
ENSG00000273104	0	0	0	0	0
ENSG00000278834	0	496	0	0.0	0
ENSG00000207416	0	2	0	0.0	0
ENSG00000224540	6	0	0	1.0	1.0
ENSG00000183615	4	0	0	1.0	1.0
ENSG00000199963	0	77	0	0.0	0
ENSG00000265538	106	8	0	0.93	1.0
ENSG00000271992	0	14	0	0.0	0
ENSG00000159082	4543	493	17	0.902	0.996
ENSG00000135749	556	1802	2	0.236	0.996
ENSG00000242067	12	1	0	0.923	1.0
ENSG00000228054	58	0	0	1.0	1.0
ENSG00000141499	522	1180	4	0.307	0.992
ENSG00000265489	358	250	4	0.589	0.989
ENSG00000075151	17250	3067	42	0.849	0.998
ENSG00000224421	6	0	0	1.0	1.0
ENSG00000285636	50	77	0	0.394	1.0
ENSG00000183831	438	215	0	0.671	1.0
ENSG00000047410	413	806	3	0.339	0.993
ENSG00000205581	3935	15	49	0.996	0.988
ENSG00000276839	0	31	0	0.0	0
ENSG00000234810	654	3600	0	0.154	1.0
ENSG00000131781	3496	8373	26	0.295	0.993
ENSG00000171345	224	38	0	0.855	1.0
ENSG00000275708	4	4	0	0.5	1.0
ENSG00000182586	963	1424	1	0.403	0.999
ENSG00000239106	0	5	0	0.0	0
ENSG00000275025	0	0	0	0	0
ENSG00000108244	2195	82	13	0.964	0.994
ENSG00000278073	50	8	2	0.862	0.962
ENSG00000263973	0	4	0	0.0	0
ENSG00000121940	199	325	1	0.38	0.995
ENSG00000174326	264	0	2	1.0	0.992
ENSG00000183778	8591	1192	15	0.878	0.998
ENSG00000070444	1283	46	7	0.965	0.995
ENSG00000265331	36	0	0	1.0	1.0
ENSG00000117242	0	411	0	0.0	0
ENSG00000264470	0	0	0	0	0
ENSG00000271340	0	16	0	0.0	0
ENSG00000252987	0	5	0	0.0	0
ENSG00000272362	38	0	0	1.0	1.0
ENSG00000276612	206	4838	0	0.041	1.0
ENSG00000117013	218	278	0	0.44	1.0
ENSG00000247011	311	115	1	0.73	0.997
ENSG00000238107	0	229	0	0.0	0
ENSG00000267109	0	175	0	0.0	0
ENSG00000270384	0	0	0	0	0
ENSG00000226298	0	0	0	0	0
ENSG00000235060	0	15	0	0.0	0
ENSG00000273687	0	0	0	0	0
ENSG00000266028	1350	4714	4	0.223	0.997
ENSG00000266079	8	271	0	0.029	1.0
ENSG00000225126	0	0	0	0	0
ENSG00000223905	0	0	0	0	0
ENSG00000177868	2	493	0	0.004	1.0
ENSG00000238232	0	0	0	0	0
ENSG00000280243	2	0	0	1.0	1.0
ENSG00000236009	16	26	0	0.381	1.0
ENSG00000223870	0	37	0	0.0	0
ENSG00000258472	8	16132	0	0.0	1.0
ENSG00000248883	127	6	1	0.955	0.992
ENSG00000285897	0	3494	0	0.0	0
ENSG00000230615	5690	503	36	0.919	0.994
ENSG00000264060	0	0	0	0	0
ENSG00000228929	0	8	0	0.0	0
ENSG00000141519	8007	1006	25	0.888	0.997
ENSG00000260369	4	0	0	1.0	1.0
ENSG00000132581	1873	285	3	0.868	0.998
ENSG00000198700	90	539	0	0.143	1.0
ENSG00000163545	8530	117	54	0.986	0.994
ENSG00000206791	0	0	0	0	0
ENSG00000226797	8	2322	0	0.003	1.0
ENSG00000228606	55	254	1	0.178	0.982
ENSG00000226745	26	2	0	0.929	1.0
ENSG00000236407	0	0	0	0	0
ENSG00000269925	54	0	0	1.0	1.0
ENSG00000142794	6462	761	22	0.895	0.997
ENSG00000178828	0	0	0	0	0
ENSG00000252162	4	0	0	1.0	1.0
ENSG00000287406	0	144	0	0.0	0
ENSG00000265753	18	1	0	0.947	1.0
ENSG00000183929	0	0	0	0	0
ENSG00000287384	0	9	0	0.0	0
ENSG00000236234	62	1043	0	0.056	1.0
ENSG00000129197	998	206	2	0.829	0.998
ENSG00000123080	3284	71	2	0.979	0.999
ENSG00000268043	6957	4335	37	0.616	0.995
ENSG00000262869	433	60	1	0.878	0.998
ENSG00000225616	0	0	0	0	0
ENSG00000264999	0	0	0	0	0
ENSG00000179593	2538	38	16	0.985	0.994
ENSG00000090020	708	599	6	0.542	0.992
ENSG00000276556	6	0	0	1.0	1.0
ENSG00000278099	0	0	0	0	0
ENSG00000173218	16	186	0	0.079	1.0
ENSG00000132704	5046	138	10	0.973	0.998
ENSG00000161939	109	3105	1	0.034	0.991
ENSG00000134744	8781	3551	35	0.712	0.996
ENSG00000277182	0	3	0	0.0	0
ENSG00000237888	0	0	0	0	0
ENSG00000230607	0	0	0	0	0
ENSG00000078900	1066	423	0	0.716	1.0
ENSG00000237976	0	144	0	0.0	0
ENSG00000236004	0	0	0	0	0
ENSG00000200344	0	0	0	0	0
ENSG00000173638	1494	976	6	0.605	0.996
ENSG00000253047	422	2	2	0.995	0.995
ENSG00000108821	2241	18	3	0.992	0.999
ENSG00000235146	140	2526	0	0.053	1.0
ENSG00000242125	1431	723	11	0.664	0.992
ENSG00000213373	1060	319	12	0.769	0.989
ENSG00000240505	1640	527	6	0.757	0.996
ENSG00000221643	0	8	0	0.0	0
ENSG00000229425	3447	1056	11	0.765	0.997
ENSG00000162366	138	18	0	0.885	1.0
ENSG00000213664	0	0	0	0	0
ENSG00000263508	339	80	1	0.809	0.997
ENSG00000285959	6	2020	0	0.003	1.0
ENSG00000280040	8	0	0	1.0	1.0
ENSG00000132716	1889	3045	11	0.383	0.994
ENSG00000227782	4	9	0	0.308	1.0
ENSG00000285939	38	4312	0	0.009	1.0
ENSG00000265491	231	689	1	0.251	0.996
ENSG00000199135	0	0	0	0	0
ENSG00000153933	2247	187	5	0.923	0.998
ENSG00000201003	2	2	0	0.5	1.0
ENSG00000282718	0	8	0	0.0	0
ENSG00000001460	788	346	4	0.695	0.995
ENSG00000232536	0	270	0	0.0	0
ENSG00000141753	0	71	0	0.0	0
ENSG00000169641	5062	710	2	0.877	1.0
ENSG00000237609	0	0	0	0	0
ENSG00000227193	0	374	0	0.0	0
ENSG00000261654	0	17	0	0.0	0
ENSG00000241992	18	5	0	0.783	1.0
ENSG00000135829	608	187	4	0.765	0.993
ENSG00000236155	108	263	2	0.291	0.982
ENSG00000187080	82	0	0	1.0	1.0
ENSG00000182866	3060	493	6	0.861	0.998
ENSG00000231999	4247	165	13	0.963	0.997
ENSG00000262319	4	0	0	1.0	1.0
ENSG00000235761	14	5	0	0.737	1.0
ENSG00000267625	2	48	0	0.04	1.0
ENSG00000233791	20	37	0	0.351	1.0
ENSG00000160856	192	42	0	0.821	1.0
ENSG00000229332	0	0	0	0	0
ENSG00000224616	5611	28	27	0.995	0.995
ENSG00000285923	0	25	0	0.0	0
ENSG00000116661	448	2146	2	0.173	0.996
ENSG00000231612	0	0	0	0	0
ENSG00000275688	0	1092	0	0.0	0
ENSG00000234112	0	16	0	0.0	0
ENSG00000178607	1970	505	6	0.796	0.997
ENSG00000132855	6	21	0	0.222	1.0
ENSG00000265547	142	12	0	0.922	1.0
ENSG00000117222	7104	325	58	0.956	0.992
ENSG00000225502	0	0	0	0	0
ENSG00000159216	3678	3285	10	0.528	0.997
ENSG00000076604	9392	0	32	1.0	0.997
ENSG00000273483	0	0	0	0	0
ENSG00000171431	0	29	0	0.0	0
ENSG00000283136	0	0	0	0	0
ENSG00000167705	8	10	0	0.444	1.0
ENSG00000250838	0	12	0	0.0	0
ENSG00000273573	0	3	0	0.0	0
ENSG00000206887	4	0	0	1.0	1.0
ENSG00000154654	776	1872	2	0.293	0.997
ENSG00000233818	260	767	0	0.253	1.0
ENSG00000243437	4	4	0	0.5	1.0
ENSG00000227217	0	33	0	0.0	0
ENSG00000082512	14053	244	47	0.983	0.997
ENSG00000279501	0	303	0	0.0	0
ENSG00000265163	0	0	0	0	0
ENSG00000274975	126	73	2	0.633	0.984
ENSG00000261831	3306	118	16	0.966	0.995
ENSG00000260879	391	172	1	0.694	0.997
ENSG00000136492	48	803	0	0.056	1.0
ENSG00000285922	3583	9	9	0.997	0.997
ENSG00000225755	8	8	0	0.5	1.0
ENSG00000141580	534	921	86	0.367	0.861
ENSG00000177414	8524	282	24	0.968	0.997
ENSG00000232837	0	0	0	0	0
ENSG00000134186	994	7	6	0.993	0.994
ENSG00000278678	24	0	0	1.0	1.0
ENSG00000158156	17258	21	42	0.999	0.998
ENSG00000261664	10	264	0	0.036	1.0
ENSG00000252005	0	0	0	0	0
ENSG00000116525	50	1432	0	0.034	1.0
ENSG00000265996	0	0	0	0	0
ENSG00000252835	0	0	0	0	0
ENSG00000260088	46	281	6	0.141	0.885
ENSG00000271934	0	0	0	0	0
ENSG00000220205	467	104	3	0.818	0.994
ENSG00000173065	8504	2460	20	0.776	0.998
ENSG00000233327	50	1549	0	0.031	1.0
ENSG00000277462	6	593	0	0.01	1.0
ENSG00000177885	588	6529	2	0.083	0.997
ENSG00000154646	524	726	0	0.419	1.0
ENSG00000266717	44	3	0	0.936	1.0
ENSG00000229570	0	0	0	0	0
ENSG00000129235	203	24	5	0.894	0.976
ENSG00000151414	1149	493	5	0.7	0.996
ENSG00000278642	101	0	1	1.0	0.99
ENSG00000264148	0	0	0	0	0
ENSG00000261593	0	0	0	0	0
ENSG00000272562	431	187	1	0.697	0.998
ENSG00000157060	50	1070	0	0.045	1.0
ENSG00000236358	147	35	1	0.808	0.993
ENSG00000202100	0	0	0	0	0
ENSG00000073584	98134	1264	262	0.987	0.997
ENSG00000207839	0	8	0	0.0	0
ENSG00000235795	2908	0	6	1.0	0.998
ENSG00000233819	0	0	0	0	0
ENSG00000278770	0	281	0	0.0	0
ENSG00000260907	0	15	0	0.0	0
ENSG00000074964	1315	494	1	0.727	0.999
ENSG00000185390	0	0	0	0	0
ENSG00000160691	3510	40	10	0.989	0.997
ENSG00000265073	0	3084	0	0.0	0
ENSG00000227342	28	0	0	1.0	1.0
ENSG00000226476	5043	398	11	0.927	0.998
ENSG00000116455	1767	55	7	0.97	0.996
ENSG00000206637	212	0	0	1.0	1.0
ENSG00000232862	4	38	0	0.095	1.0
ENSG00000230532	8	953	0	0.008	1.0
ENSG00000229228	0	205	0	0.0	0
ENSG00000224541	14	486	0	0.028	1.0
ENSG00000084070	1880	447	8	0.808	0.996
ENSG00000225620	2	0	0	1.0	1.0
ENSG00000284542	68	154	0	0.306	1.0
ENSG00000187952	0	0	0	0	0
ENSG00000275557	120	436	0	0.216	1.0
ENSG00000266664	0	12	0	0.0	0
ENSG00000286902	180	31	0	0.853	1.0
ENSG00000252826	0	0	0	0	0
ENSG00000278918	0	38	0	0.0	0
ENSG00000174348	2	42	0	0.045	1.0
ENSG00000126107	975	19	1	0.981	0.999
ENSG00000264914	368	58	0	0.864	1.0
ENSG00000036549	5059	619	37	0.891	0.993
ENSG00000023902	3305	53	9	0.984	0.997
ENSG00000224896	8	0	0	1.0	1.0
ENSG00000240432	2133	0	9	1.0	0.996
ENSG00000222952	111	0	1	1.0	0.991
ENSG00000228686	30	14	0	0.682	1.0
ENSG00000169696	1781	462	7	0.794	0.996
ENSG00000265784	74	672	0	0.099	1.0
ENSG00000266929	0	483	0	0.0	0
ENSG00000225518	252	132	0	0.656	1.0
ENSG00000235710	0	0	0	0	0
ENSG00000240995	60	13	0	0.822	1.0
ENSG00000180068	18	50	0	0.265	1.0
ENSG00000201925	0	595	0	0.0	0
ENSG00000167916	0	43	0	0.0	0
ENSG00000234607	0	0	0	0	0
ENSG00000136436	31623	461	111	0.986	0.997
ENSG00000263494	40	5960	38	0.007	0.513
ENSG00000284747	11	537	1	0.02	0.917
ENSG00000239023	143	0	1	1.0	0.993
ENSG00000262188	541	229	1	0.703	0.998
ENSG00000117009	260	1004	2	0.206	0.992
ENSG00000274562	0	0	0	0	0
ENSG00000150732	34	0	0	1.0	1.0
ENSG00000252262	0	0	0	0	0
ENSG00000238898	0	1	0	0.0	0
ENSG00000229724	0	0	0	0	0
ENSG00000233099	12	2	0	0.857	1.0
ENSG00000205758	4206	910	28	0.822	0.993
ENSG00000277488	0	0	0	0	0
ENSG00000262943	2369	1153	5	0.673	0.998
ENSG00000222623	0	73	0	0.0	0
ENSG00000231128	783	2949	3	0.21	0.996
ENSG00000285525	0	62	0	0.0	0
ENSG00000196859	56	48	0	0.538	1.0
ENSG00000198933	316	64	0	0.832	1.0
ENSG00000232436	72	0	0	1.0	1.0
ENSG00000166263	5115	529	15	0.906	0.997
ENSG00000264538	22	1756	0	0.012	1.0
ENSG00000266129	32	14	0	0.696	1.0
ENSG00000279648	0	1	0	0.0	0
ENSG00000134243	12400	632	34	0.952	0.997
ENSG00000129673	3985	189	21	0.955	0.995
ENSG00000034971	3043	120	3	0.962	0.999
ENSG00000269887	0	0	0	0	0
ENSG00000274663	0	0	0	0	0
ENSG00000185862	691	114	1	0.858	0.999
ENSG00000274060	0	171	0	0.0	0
ENSG00000280587	42	76	0	0.356	1.0
ENSG00000161533	5402	1072	24	0.834	0.996
ENSG00000233396	3590	78	18	0.979	0.995
ENSG00000118473	3837	916	9	0.807	0.998
ENSG00000207082	0	1	0	0.0	0
ENSG00000286838	0	277	0	0.0	0
ENSG00000232309	0	0	0	0	0
ENSG00000197291	953	108	1	0.898	0.999
ENSG00000141562	2762	1249	12	0.689	0.996
ENSG00000163156	517	436	5	0.542	0.99
ENSG00000285778	158	238	0	0.399	1.0
ENSG00000237317	843	3	5	0.996	0.994
ENSG00000266297	12	0	0	1.0	1.0
ENSG00000134245	42	2404	0	0.017	1.0
ENSG00000237382	16	13	0	0.552	1.0
ENSG00000264168	0	0	0	0	0
ENSG00000131899	0	107	0	0.0	0
ENSG00000224790	0	108	0	0.0	0
ENSG00000279261	84	6	0	0.933	1.0
ENSG00000264300	4	62	0	0.061	1.0
ENSG00000143543	606	88	2	0.873	0.997
ENSG00000175061	2233	732	5	0.753	0.998
ENSG00000223741	8	16	0	0.333	1.0
ENSG00000173409	4899	120	17	0.976	0.997
ENSG00000266824	0	83	0	0.0	0
ENSG00000231749	449	1256	1	0.263	0.998
ENSG00000237899	0	219	0	0.0	0
ENSG00000229002	0	10	0	0.0	0
ENSG00000263069	605	7254	3	0.077	0.995
ENSG00000287836	0	136	0	0.0	0
ENSG00000265342	0	9	0	0.0	0
ENSG00000277969	129	0	1	1.0	0.992
ENSG00000177294	1264	63	4	0.953	0.997
ENSG00000235990	104	3	0	0.972	1.0
ENSG00000176658	890	2545	2	0.259	0.998
ENSG00000225811	0	97	0	0.0	0
ENSG00000287624	0	0	0	0	0
ENSG00000283879	0	3	0	0.0	0
ENSG00000227456	363	121	1	0.75	0.997
ENSG00000121764	0	242	0	0.0	0
ENSG00000286398	0	4	0	0.0	0
ENSG00000152104	1790	1395	6	0.562	0.997
ENSG00000233717	102	42	0	0.708	1.0
ENSG00000122417	896	125	2	0.878	0.998
ENSG00000127125	140	1460	0	0.087	1.0
ENSG00000267734	445	11	7	0.976	0.985
ENSG00000226776	0	0	0	0	0
ENSG00000142949	1994	289	4	0.873	0.998
ENSG00000226715	286	458	2	0.384	0.993
ENSG00000232679	3502	165	8	0.955	0.998
ENSG00000006744	1459	153	7	0.905	0.995
ENSG00000182853	847	1	1	0.999	0.999
ENSG00000203910	160	203	0	0.441	1.0
ENSG00000142494	2703	1221	11	0.689	0.996
ENSG00000132676	2397	1599	23	0.6	0.99
ENSG00000198771	402	360	14	0.528	0.966
ENSG00000231979	2	1	0	0.667	1.0
ENSG00000130940	968	504	4	0.658	0.996
ENSG00000200087	0	61	0	0.0	0
ENSG00000239595	2	12	0	0.143	1.0
ENSG00000040531	519	574	3	0.475	0.994
ENSG00000225670	1857	4342	3	0.3	0.998
ENSG00000141736	3317	1029	59	0.763	0.983
ENSG00000264735	0	12	0	0.0	0
ENSG00000179743	0	243	0	0.0	0
ENSG00000235818	80	0	0	1.0	1.0
ENSG00000160072	86	262	0	0.247	1.0
ENSG00000187607	1058	767	2	0.58	0.998
ENSG00000277589	32	0	0	1.0	1.0
ENSG00000287102	0	0	0	0	0
ENSG00000141480	10161	67	45	0.993	0.996
ENSG00000267376	0	0	0	0	0
ENSG00000265614	0	0	0	0	0
ENSG00000285648	0	99	0	0.0	0
ENSG00000277268	644	268	0	0.706	1.0
ENSG00000237200	2	50	0	0.038	1.0
ENSG00000237193	0	0	0	0	0
ENSG00000286057	0	2	0	0.0	0
ENSG00000160310	9054	73	30	0.992	0.997
ENSG00000237934	2	0	0	1.0	1.0
ENSG00000214401	54	11	0	0.831	1.0
