GENE	TP	FP	FN	P	R
ENSG00000054392	5011	4	315	0.999	0.941
ENSG00000236770	0	0	0	0	0
ENSG00000179930	1711	0	21	1.0	0.988
ENSG00000224870	374	0	58	1.0	0.866
ENSG00000278261	0	0	8	0	0.0
ENSG00000228433	4	0	0	1.0	1.0
ENSG00000225043	0	0	780	0	0.0
ENSG00000175130	0	0	0	0	0
ENSG00000197566	1382	0	246	1.0	0.849
ENSG00000120937	0	0	0	0	0
ENSG00000207349	188	0	4	1.0	0.979
ENSG00000264808	0	0	0	0	0
ENSG00000129226	0	0	438	0	0.0
ENSG00000230576	20	0	0	1.0	1.0
ENSG00000232058	0	0	0	0	0
ENSG00000137959	4614	0	118	1.0	0.975
ENSG00000270104	0	0	0	0	0
ENSG00000116273	872	2	126	0.998	0.874
ENSG00000266114	0	0	24	0	0.0
ENSG00000178096	403	0	11	1.0	0.973
ENSG00000280254	432	0	104	1.0	0.806
ENSG00000204652	0	0	0	0	0
ENSG00000094975	4620	3	228	0.999	0.953
ENSG00000202361	0	0	0	0	0
ENSG00000163263	6	0	2	1.0	0.75
ENSG00000283598	0	0	50	0	0.0
ENSG00000224687	391	0	17	1.0	0.958
ENSG00000162757	0	0	0	0	0
ENSG00000135829	588	6	24	0.99	0.961
ENSG00000267128	3	0	221	1.0	0.013
ENSG00000203786	0	0	0	0	0
ENSG00000225333	0	0	524	0	0.0
ENSG00000207241	0	0	56	0	0.0
ENSG00000270209	0	0	122	0	0.0
ENSG00000264546	0	0	10	0	0.0
ENSG00000277784	0	0	0	0	0
ENSG00000157064	274	5	140	0.982	0.662
ENSG00000287624	0	0	0	0	0
ENSG00000265007	0	0	0	0	0
ENSG00000226545	0	0	6	0	0.0
ENSG00000206102	0	0	0	0	0
ENSG00000278941	0	0	0	0	0
ENSG00000178999	1878	0	98	1.0	0.95
ENSG00000266282	0	0	0	0	0
ENSG00000267719	0	0	0	0	0
ENSG00000286027	14	0	10	1.0	0.583
ENSG00000249237	0	0	60	0	0.0
ENSG00000079277	3356	0	824	1.0	0.803
ENSG00000229985	18	0	0	1.0	1.0
ENSG00000260360	86	0	4	1.0	0.956
ENSG00000279895	0	0	0	0	0
ENSG00000228126	0	0	0	0	0
ENSG00000171812	652	0	4	1.0	0.994
ENSG00000212938	334	0	8	1.0	0.977
ENSG00000231272	0	0	76	0	0.0
ENSG00000010072	355	0	7	1.0	0.981
ENSG00000265788	0	0	0	0	0
ENSG00000228525	0	0	6	0	0.0
ENSG00000263063	0	0	0	0	0
ENSG00000200591	0	0	0	0	0
ENSG00000236773	0	0	0	0	0
ENSG00000141371	262	0	270	1.0	0.492
ENSG00000222788	0	0	0	0	0
ENSG00000224388	0	0	314	0	0.0
ENSG00000265975	59	0	5	1.0	0.922
ENSG00000261156	11	0	13	1.0	0.458
ENSG00000263766	20	0	88	1.0	0.185
ENSG00000263602	0	0	0	0	0
ENSG00000054267	59	7	19	0.894	0.756
ENSG00000221406	0	0	18	0	0.0
ENSG00000203663	3	0	1	1.0	0.75
ENSG00000233653	0	0	18	0	0.0
ENSG00000231789	0	0	662	0	0.0
ENSG00000160781	5677	0	267	1.0	0.955
ENSG00000237993	0	0	0	0	0
ENSG00000171621	14	2	0	0.875	1.0
ENSG00000236088	1677	11	525	0.993	0.762
ENSG00000225431	72	0	0	1.0	1.0
ENSG00000188155	0	0	0	0	0
ENSG00000175206	67	0	659	1.0	0.092
ENSG00000266993	0	0	6112	0	0.0
ENSG00000272386	0	0	796	0	0.0
ENSG00000099260	0	0	0	0	0
ENSG00000270116	0	0	0	0	0
ENSG00000207504	6	0	0	1.0	1.0
ENSG00000237853	0	0	22	0	0.0
ENSG00000265535	0	0	0	0	0
ENSG00000117407	1523	0	65	1.0	0.959
ENSG00000265521	0	0	170	0	0.0
ENSG00000116703	0	0	3200	0	0.0
ENSG00000272362	6	0	32	1.0	0.158
ENSG00000132510	178	0	6	1.0	0.967
ENSG00000231346	0	0	32	0	0.0
ENSG00000273018	237	0	1633	1.0	0.127
ENSG00000285648	0	0	0	0	0
ENSG00000162444	2	1	0	0.667	1.0
ENSG00000203605	0	0	0	0	0
ENSG00000231984	15	0	1	1.0	0.938
ENSG00000272164	2	0	0	1.0	1.0
ENSG00000223979	0	0	0	0	0
ENSG00000232678	0	0	0	0	0
ENSG00000231582	37	0	79	1.0	0.319
ENSG00000229639	0	0	0	0	0
ENSG00000237980	36	0	2	1.0	0.947
ENSG00000236119	0	0	0	0	0
ENSG00000186860	0	0	0	0	0
ENSG00000236382	0	0	2	0	0.0
ENSG00000230092	0	0	180	0	0.0
ENSG00000234233	0	0	0	0	0
ENSG00000117676	6686	0	546	1.0	0.925
ENSG00000181036	1180	0	172	1.0	0.873
ENSG00000154027	545	2	29	0.996	0.949
ENSG00000233427	41	0	39	1.0	0.512
ENSG00000232542	0	0	120	0	0.0
ENSG00000207974	0	0	0	0	0
ENSG00000131484	0	0	352	0	0.0
ENSG00000227775	0	0	144	0	0.0
ENSG00000275296	0	0	0	0	0
ENSG00000108849	34	0	0	1.0	1.0
ENSG00000224784	0	0	0	0	0
ENSG00000266709	0	0	0	0	0
ENSG00000158286	272	0	424	1.0	0.391
ENSG00000186501	386	1	16	0.997	0.96
ENSG00000224064	25	0	1	1.0	0.962
ENSG00000130770	28	0	0	1.0	1.0
ENSG00000234099	129	0	3	1.0	0.977
ENSG00000200796	0	0	0	0	0
ENSG00000258465	77	0	3029	1.0	0.025
ENSG00000143578	0	0	1142	0	0.0
ENSG00000067704	36	0	2	1.0	0.947
ENSG00000176256	0	0	12	0	0.0
ENSG00000233514	0	0	286	0	0.0
ENSG00000069275	33	0	1	1.0	0.971
ENSG00000128422	133	0	13	1.0	0.911
ENSG00000265052	0	0	2	0	0.0
ENSG00000200381	0	0	0	0	0
ENSG00000185379	0	0	1854	0	0.0
ENSG00000185808	3867	0	107	1.0	0.973
ENSG00000196505	2603	1	97	1.0	0.964
ENSG00000198691	336	2	14	0.994	0.96
ENSG00000234538	0	0	0	0	0
ENSG00000188004	0	0	192	0	0.0
ENSG00000215840	0	0	0	0	0
ENSG00000231814	0	0	0	0	0
ENSG00000006062	2155	1	1699	1.0	0.559
ENSG00000233586	0	0	0	0	0
ENSG00000197965	683	2	23	0.997	0.967
ENSG00000244682	42	0	176	1.0	0.193
ENSG00000243905	0	0	0	0	0
ENSG00000213424	0	0	262	0	0.0
ENSG00000225265	667	0	23	1.0	0.967
ENSG00000129204	8672	0	956	1.0	0.901
ENSG00000142182	21	0	621	1.0	0.033
ENSG00000187017	1025	0	159	1.0	0.866
ENSG00000252830	0	0	6	0	0.0
ENSG00000235888	9691	0	217	1.0	0.978
ENSG00000269933	0	0	0	0	0
ENSG00000203758	20	0	0	1.0	1.0
ENSG00000196420	469	0	13	1.0	0.973
ENSG00000264673	0	0	94	0	0.0
ENSG00000143494	674	0	16	1.0	0.977
ENSG00000287676	2	0	0	1.0	1.0
ENSG00000280191	0	0	230	0	0.0
ENSG00000238578	0	0	0	0	0
ENSG00000162383	326	0	18	1.0	0.948
ENSG00000264769	0	0	440	0	0.0
ENSG00000163220	0	0	0	0	0
ENSG00000223490	2	0	0	1.0	1.0
ENSG00000273576	0	0	0	0	0
ENSG00000287015	328	0	8	1.0	0.976
ENSG00000215875	0	0	0	0	0
ENSG00000236434	0	0	132	0	0.0
ENSG00000239395	0	0	14	0	0.0
ENSG00000142867	347	0	39	1.0	0.899
ENSG00000224260	63	0	3	1.0	0.955
ENSG00000129244	88	0	6	1.0	0.936
ENSG00000239886	0	0	0	0	0
ENSG00000143498	882	1	110	0.999	0.889
ENSG00000229444	0	0	40	0	0.0
ENSG00000174842	1254	0	126	1.0	0.909
ENSG00000116198	10342	0	520	1.0	0.952
ENSG00000232862	4	0	0	1.0	1.0
ENSG00000265401	0	0	0	0	0
ENSG00000189030	0	0	0	0	0
ENSG00000184650	299	0	9	1.0	0.971
ENSG00000284154	0	0	8	0	0.0
ENSG00000268020	188	0	2	1.0	0.989
ENSG00000283952	0	0	18	0	0.0
ENSG00000236500	8	0	0	1.0	1.0
ENSG00000215800	0	0	0	0	0
ENSG00000230662	0	0	0	0	0
ENSG00000203710	578	1	362	0.998	0.615
ENSG00000108591	456	0	280	1.0	0.62
ENSG00000275700	178	1	10	0.994	0.947
ENSG00000116212	20	0	0	1.0	1.0
ENSG00000227815	0	0	2	0	0.0
ENSG00000236230	11	2	1	0.846	0.917
ENSG00000264112	0	0	0	0	0
ENSG00000278642	100	0	2	1.0	0.98
ENSG00000236497	2	0	0	1.0	1.0
ENSG00000116237	15501	0	2671	1.0	0.853
ENSG00000158764	95	0	47	1.0	0.669
ENSG00000116288	1577	0	71	1.0	0.957
ENSG00000232884	2844	0	76	1.0	0.974
ENSG00000231563	0	0	0	0	0
ENSG00000273768	0	0	0	0	0
ENSG00000178130	0	0	0	0	0
ENSG00000069702	568	3	22	0.995	0.963
ENSG00000057468	0	1	0	0.0	0
ENSG00000263342	0	0	0	0	0
ENSG00000255835	0	0	0	0	0
ENSG00000232166	0	0	6	0	0.0
ENSG00000154025	1053	0	851	1.0	0.553
ENSG00000228149	0	0	2678	0	0.0
ENSG00000274386	280	3	764	0.989	0.268
ENSG00000213262	0	0	0	0	0
ENSG00000229570	0	0	0	0	0
ENSG00000200903	0	0	0	0	0
ENSG00000185946	4311	1	117	1.0	0.974
ENSG00000159184	0	0	0	0	0
ENSG00000180016	0	0	0	0	0
ENSG00000232298	316	0	114	1.0	0.735
ENSG00000231949	0	0	0	0	0
ENSG00000231691	0	0	214	0	0.0
ENSG00000108947	307	0	7	1.0	0.978
ENSG00000200674	0	0	0	0	0
ENSG00000283580	0	1	26	0.0	0.0
ENSG00000242889	0	0	0	0	0
ENSG00000224943	30	0	28	1.0	0.517
ENSG00000236274	0	0	0	0	0
ENSG00000176261	363	0	33	1.0	0.917
ENSG00000223881	0	0	0	0	0
ENSG00000275718	0	0	492	0	0.0
ENSG00000242860	0	0	0	0	0
ENSG00000287856	75	3	623	0.962	0.107
ENSG00000270149	99	0	1905	1.0	0.049
ENSG00000267482	0	0	190	0	0.0
ENSG00000230817	338	12	12	0.966	0.966
ENSG00000267334	0	0	0	0	0
ENSG00000280109	0	0	2870	0	0.0
ENSG00000204889	1258	0	54	1.0	0.959
ENSG00000180999	90	2	38	0.978	0.703
ENSG00000274747	0	0	250	0	0.0
ENSG00000234694	0	0	0	0	0
ENSG00000266824	0	0	0	0	0
ENSG00000233406	0	0	718	0	0.0
ENSG00000223416	0	0	64	0	0.0
ENSG00000225222	0	0	2	0	0.0
ENSG00000007968	0	0	0	0	0
ENSG00000167721	111	0	53	1.0	0.677
ENSG00000067208	189	3	3	0.984	0.984
ENSG00000285719	0	0	0	0	0
ENSG00000259120	0	0	6	0	0.0
ENSG00000280243	2	0	0	1.0	1.0
ENSG00000177614	16	1	0	0.941	1.0
ENSG00000278182	0	0	0	0	0
ENSG00000204887	93	0	1	1.0	0.989
ENSG00000185298	40	0	0	1.0	1.0
ENSG00000233328	22	0	4	1.0	0.846
ENSG00000266877	597	2	17	0.997	0.972
ENSG00000207321	0	0	0	0	0
ENSG00000267129	0	0	0	0	0
ENSG00000173757	117	3	19	0.975	0.86
ENSG00000240963	0	0	0	0	0
ENSG00000286600	4	0	490	1.0	0.008
ENSG00000287217	0	0	0	0	0
ENSG00000284668	0	1	0	0.0	0
ENSG00000143119	256	0	14	1.0	0.948
ENSG00000143178	4	1	0	0.8	1.0
ENSG00000270711	0	0	0	0	0
ENSG00000227050	2	0	48	1.0	0.04
ENSG00000224466	0	0	0	0	0
ENSG00000134256	93	0	47	1.0	0.664
ENSG00000084628	100	2	6	0.98	0.943
ENSG00000224462	4	0	2	1.0	0.667
ENSG00000235312	16	0	0	1.0	1.0
ENSG00000263571	0	0	1412	0	0.0
ENSG00000230687	62	0	4	1.0	0.939
ENSG00000239203	0	0	0	0	0
ENSG00000265443	0	0	74	0	0.0
ENSG00000199756	0	0	0	0	0
ENSG00000234512	490	0	10	1.0	0.98
ENSG00000263731	0	0	0	0	0
ENSG00000224011	0	0	378	0	0.0
ENSG00000204414	893	2	115	0.998	0.886
ENSG00000137936	1568	2	46	0.999	0.971
ENSG00000108523	825	0	49	1.0	0.944
ENSG00000275954	0	0	0	0	0
ENSG00000226804	175	0	3	1.0	0.983
ENSG00000141744	0	0	0	0	0
ENSG00000198974	0	0	2	0	0.0
ENSG00000108679	1908	0	72	1.0	0.964
ENSG00000236266	0	0	4	0	0.0
ENSG00000283604	0	0	0	0	0
ENSG00000129657	3329	2	117	0.999	0.966
ENSG00000134698	800	0	28	1.0	0.966
ENSG00000029725	697	1	787	0.999	0.47
ENSG00000235609	0	0	0	0	0
ENSG00000121064	1605	0	77	1.0	0.954
ENSG00000203878	1354	2	78	0.999	0.946
ENSG00000251866	0	0	0	0	0
ENSG00000180667	0	0	1806	0	0.0
ENSG00000287452	508	6	6	0.988	0.988
ENSG00000157933	1414	2	24	0.999	0.983
ENSG00000233384	0	0	276	0	0.0
ENSG00000203740	313	1	15	0.997	0.954
ENSG00000279990	1256	0	22	1.0	0.983
ENSG00000276884	0	0	0	0	0
ENSG00000284240	610	1	18	0.998	0.971
ENSG00000187838	0	0	4180	0	0.0
ENSG00000230424	0	0	0	0	0
ENSG00000266504	0	0	82	0	0.0
ENSG00000285930	0	0	0	0	0
ENSG00000141338	1078	3	170	0.997	0.864
ENSG00000234327	0	0	1060	0	0.0
ENSG00000286109	2	0	0	1.0	1.0
ENSG00000264968	4	2	0	0.667	1.0
ENSG00000170310	549	24	41	0.958	0.931
ENSG00000073536	8317	0	3579	1.0	0.699
ENSG00000226520	0	0	0	0	0
ENSG00000133226	2320	0	116	1.0	0.952
ENSG00000240409	0	0	0	0	0
ENSG00000279361	0	0	0	0	0
ENSG00000184155	119	0	1	1.0	0.992
ENSG00000238658	0	0	10	0	0.0
ENSG00000223282	0	0	0	0	0
ENSG00000177888	102	3	0	0.971	1.0
ENSG00000231080	0	0	0	0	0
ENSG00000181481	4705	1	127	1.0	0.974
ENSG00000262292	0	0	0	0	0
ENSG00000225502	0	0	0	0	0
ENSG00000225723	9	0	1	1.0	0.9
ENSG00000276839	0	0	0	0	0
ENSG00000131791	0	0	0	0	0
ENSG00000243781	0	0	12	0	0.0
ENSG00000282418	0	0	0	0	0
ENSG00000240755	0	0	2	0	0.0
ENSG00000236022	0	0	0	0	0
ENSG00000142910	866	0	72	1.0	0.923
ENSG00000260246	0	0	0	0	0
ENSG00000238754	0	0	6	0	0.0
ENSG00000005884	9899	3	373	1.0	0.964
ENSG00000266445	0	0	102	0	0.0
ENSG00000143801	5642	0	252	1.0	0.957
ENSG00000160223	5	0	23	1.0	0.179
ENSG00000265139	0	0	14	0	0.0
ENSG00000243173	0	0	10	0	0.0
ENSG00000260464	2	0	0	1.0	1.0
ENSG00000084073	122	1	6	0.992	0.953
ENSG00000176320	0	0	0	0	0
ENSG00000201596	0	0	0	0	0
ENSG00000261314	32	0	0	1.0	1.0
ENSG00000271428	0	0	548	0	0.0
ENSG00000230972	591	0	143	1.0	0.805
ENSG00000266075	0	0	0	0	0
ENSG00000252826	0	0	0	0	0
ENSG00000279806	0	0	0	0	0
ENSG00000156304	9014	0	362	1.0	0.961
ENSG00000154721	554	1	22	0.998	0.962
ENSG00000233430	10	0	14	1.0	0.417
ENSG00000265964	0	0	0	0	0
ENSG00000142676	1460	2	46	0.999	0.969
ENSG00000231870	0	1	0	0.0	0
ENSG00000163909	0	0	0	0	0
ENSG00000267078	0	0	0	0	0
ENSG00000131697	1931	2	63	0.999	0.968
ENSG00000233206	0	0	0	0	0
ENSG00000227179	196	0	10	1.0	0.951
ENSG00000108852	2727	0	85	1.0	0.97
ENSG00000227070	36	1	8	0.973	0.818
ENSG00000118200	1150	2	34	0.998	0.971
ENSG00000271934	0	0	0	0	0
ENSG00000271439	0	0	0	0	0
ENSG00000263893	232	0	4	1.0	0.983
ENSG00000274164	0	0	0	0	0
ENSG00000125430	0	0	0	0	0
ENSG00000232878	0	0	104	0	0.0
ENSG00000212900	0	0	0	0	0
ENSG00000224093	0	0	4588	0	0.0
ENSG00000232857	0	0	0	0	0
ENSG00000153936	0	2	2	0.0	0.0
ENSG00000284740	56	0	10	1.0	0.848
ENSG00000206762	0	0	0	0	0
ENSG00000229780	0	0	8	0	0.0
ENSG00000237377	0	0	0	0	0
ENSG00000226054	0	0	0	0	0
ENSG00000278867	0	0	10	0	0.0
ENSG00000260157	20	1	2	0.952	0.909
ENSG00000252822	0	0	0	0	0
ENSG00000283040	0	0	0	0	0
ENSG00000260238	1	0	3	1.0	0.25
ENSG00000162413	1356	0	26	1.0	0.981
ENSG00000212385	0	0	0	0	0
ENSG00000212248	0	0	50	0	0.0
ENSG00000159842	12260	9	1016	0.999	0.923
ENSG00000134216	1247	0	2635	1.0	0.321
ENSG00000162894	1059	0	91	1.0	0.921
ENSG00000214518	7	0	125	1.0	0.053
ENSG00000285184	172	0	90	1.0	0.656
ENSG00000221986	46	0	2	1.0	0.958
ENSG00000160685	559	0	21	1.0	0.964
ENSG00000267102	0	0	0	0	0
ENSG00000228057	0	0	14	0	0.0
ENSG00000186827	31	0	1	1.0	0.969
ENSG00000287064	129	0	7	1.0	0.949
ENSG00000236140	0	0	0	0	0
ENSG00000207943	0	0	0	0	0
ENSG00000266472	44	0	2	1.0	0.957
ENSG00000267472	0	0	0	0	0
ENSG00000272205	0	0	0	0	0
ENSG00000207729	0	0	0	0	0
ENSG00000181656	0	0	0	0	0
ENSG00000117500	632	0	226	1.0	0.737
ENSG00000143416	519	0	43	1.0	0.923
ENSG00000125409	260	0	20	1.0	0.929
ENSG00000283933	0	0	38	0	0.0
ENSG00000163050	923	2	27	0.998	0.972
ENSG00000274702	0	0	0	0	0
ENSG00000264729	0	0	0	0	0
ENSG00000264522	152	0	6	1.0	0.962
ENSG00000263317	178	4	18	0.978	0.908
ENSG00000142798	619	0	53	1.0	0.921
ENSG00000234204	114	0	4	1.0	0.966
ENSG00000173614	140	0	4	1.0	0.972
ENSG00000225190	1755	51	895	0.972	0.662
ENSG00000000971	177	0	9	1.0	0.952
ENSG00000228703	0	0	12	0	0.0
ENSG00000274559	0	0	138	0	0.0
ENSG00000162699	0	0	4	0	0.0
ENSG00000166596	1098	2	532	0.998	0.674
ENSG00000259944	0	0	0	0	0
ENSG00000220749	0	0	0	0	0
ENSG00000270652	0	0	546	0	0.0
ENSG00000286064	6	0	0	1.0	1.0
ENSG00000158008	0	0	0	0	0
ENSG00000252273	0	0	0	0	0
ENSG00000252429	96	0	24	1.0	0.8
ENSG00000284344	0	0	0	0	0
ENSG00000269732	0	0	0	0	0
ENSG00000224348	0	0	0	0	0
ENSG00000141560	300	0	14	1.0	0.955
ENSG00000285879	0	0	0	0	0
ENSG00000227240	1971	13	97	0.993	0.953
ENSG00000267758	0	0	0	0	0
ENSG00000236723	0	0	0	0	0
ENSG00000270708	0	0	0	0	0
ENSG00000223870	0	1	0	0.0	0
ENSG00000254039	0	0	0	0	0
ENSG00000286398	0	0	0	0	0
ENSG00000264377	0	0	0	0	0
ENSG00000201347	4	0	0	1.0	1.0
ENSG00000279602	0	0	0	0	0
ENSG00000261573	0	0	474	0	0.0
ENSG00000073350	1150	0	72	1.0	0.941
ENSG00000228105	0	0	0	0	0
ENSG00000261716	48	0	28	1.0	0.632
ENSG00000108551	5482	0	126	1.0	0.978
ENSG00000123700	701	0	61	1.0	0.92
ENSG00000270342	0	0	0	0	0
ENSG00000265746	0	0	392	0	0.0
ENSG00000116514	18	0	44	1.0	0.29
ENSG00000236407	0	0	0	0	0
ENSG00000236528	0	0	0	0	0
ENSG00000182901	33	30	17	0.524	0.66
ENSG00000279428	15	0	101	1.0	0.129
ENSG00000283690	0	0	0	0	0
ENSG00000264399	0	0	30	0	0.0
ENSG00000285986	14	1	0	0.933	1.0
ENSG00000162366	133	0	5	1.0	0.964
ENSG00000264452	0	0	42	0	0.0
ENSG00000227741	38	0	110	1.0	0.257
ENSG00000221837	0	0	18	0	0.0
ENSG00000235818	0	0	80	0	0.0
ENSG00000184389	18	0	38	1.0	0.321
ENSG00000108448	880	0	2206	1.0	0.285
ENSG00000266929	0	0	0	0	0
ENSG00000224359	0	0	0	0	0
ENSG00000278794	0	0	0	0	0
ENSG00000263809	0	0	8	0	0.0
ENSG00000275997	0	0	696	0	0.0
ENSG00000182783	0	0	6	0	0.0
ENSG00000212935	0	0	0	0	0
ENSG00000180386	147	0	27	1.0	0.845
ENSG00000262188	0	0	542	0	0.0
ENSG00000178082	0	0	0	0	0
ENSG00000069188	178	8	6	0.957	0.967
ENSG00000224965	0	0	0	0	0
ENSG00000116652	0	0	0	0	0
ENSG00000143125	0	0	0	0	0
ENSG00000264316	0	0	0	0	0
ENSG00000229657	0	0	0	0	0
ENSG00000226364	349	0	9	1.0	0.975
ENSG00000116731	1740	0	76	1.0	0.958
ENSG00000171819	0	0	1612	0	0.0
ENSG00000264837	147	0	3	1.0	0.98
ENSG00000143553	751	0	141	1.0	0.842
ENSG00000223287	0	0	80	0	0.0
ENSG00000187238	0	0	0	0	0
ENSG00000169750	41	0	1	1.0	0.976
ENSG00000231064	0	0	1044	0	0.0
ENSG00000188783	0	2	0	0.0	0
ENSG00000236819	1438	0	30	1.0	0.98
ENSG00000286146	0	0	0	0	0
ENSG00000260879	0	0	392	0	0.0
ENSG00000287103	0	0	0	0	0
ENSG00000264592	0	0	0	0	0
ENSG00000272865	0	0	0	0	0
ENSG00000130762	2907	0	117	1.0	0.961
ENSG00000159423	1908	0	176	1.0	0.916
ENSG00000230063	0	0	0	0	0
ENSG00000236876	0	0	0	0	0
ENSG00000200792	0	0	0	0	0
ENSG00000173812	539	0	23	1.0	0.959
ENSG00000276529	0	0	0	0	0
ENSG00000237180	0	0	0	0	0
ENSG00000270533	1	0	1	1.0	0.5
ENSG00000189409	19	0	47833	1.0	0.0
ENSG00000272691	10	0	0	1.0	1.0
ENSG00000162621	0	0	0	0	0
ENSG00000184557	1191	0	25	1.0	0.979
ENSG00000178028	25902	0	576	1.0	0.978
ENSG00000277613	0	0	26	0	0.0
ENSG00000286666	0	0	0	0	0
ENSG00000234478	0	0	0	0	0
ENSG00000175137	3369	0	51	1.0	0.985
ENSG00000132855	0	0	6	0	0.0
ENSG00000198821	241	0	9	1.0	0.964
ENSG00000287088	0	0	0	0	0
ENSG00000265889	0	0	0	0	0
ENSG00000267637	0	0	0	0	0
ENSG00000116497	147	2	27	0.987	0.845
ENSG00000150681	666	0	2284	1.0	0.226
ENSG00000203667	2	0	24	1.0	0.077
ENSG00000234132	0	0	4	0	0.0
ENSG00000215838	2066	0	46	1.0	0.978
ENSG00000252363	0	0	4	0	0.0
ENSG00000236950	0	0	0	0	0
ENSG00000117410	909	0	77	1.0	0.922
ENSG00000070444	1244	0	46	1.0	0.964
ENSG00000239984	338	0	6	1.0	0.983
ENSG00000226698	0	0	76	0	0.0
ENSG00000286743	0	0	0	0	0
ENSG00000273492	128	0	8	1.0	0.941
ENSG00000279542	0	0	0	0	0
ENSG00000141456	1935	0	1143	1.0	0.629
ENSG00000264954	14	0	0	1.0	1.0
ENSG00000228153	0	0	4	0	0.0
ENSG00000201255	8	0	0	1.0	1.0
ENSG00000162542	442	4	18	0.991	0.961
ENSG00000236468	0	0	0	0	0
ENSG00000132688	9	0	1	1.0	0.9
ENSG00000265916	19	0	49	1.0	0.279
ENSG00000131462	149	0	113	1.0	0.569
ENSG00000201801	0	0	0	0	0
ENSG00000182742	0	0	428	0	0.0
ENSG00000227016	0	0	2284	0	0.0
ENSG00000198912	722	0	36	1.0	0.953
ENSG00000161509	149	0	3	1.0	0.98
ENSG00000162456	0	0	376	0	0.0
ENSG00000224333	0	0	0	0	0
ENSG00000184361	0	0	0	0	0
ENSG00000261135	27	0	81	1.0	0.25
ENSG00000121634	0	0	0	0	0
ENSG00000237329	0	0	0	0	0
ENSG00000116857	1549	1	45	0.999	0.972
ENSG00000222112	0	0	0	0	0
ENSG00000108651	125	0	21	1.0	0.856
ENSG00000226984	0	0	0	0	0
ENSG00000121764	0	0	0	0	0
ENSG00000186715	0	0	542	0	0.0
ENSG00000283836	0	0	0	0	0
ENSG00000226601	0	0	0	0	0
ENSG00000284690	69	0	1	1.0	0.986
ENSG00000260179	0	0	0	0	0
ENSG00000173276	20936	5	668	1.0	0.969
ENSG00000162426	1685	1	47	0.999	0.973
ENSG00000231551	0	0	1340	0	0.0
ENSG00000244038	523	0	181	1.0	0.743
ENSG00000228826	0	0	0	0	0
ENSG00000242352	0	0	0	0	0
ENSG00000272982	0	0	0	0	0
ENSG00000263015	4	0	14	1.0	0.222
ENSG00000267745	0	0	0	0	0
ENSG00000213218	73	0	81	1.0	0.474
ENSG00000273026	0	0	38	0	0.0
ENSG00000121903	12	0	0	1.0	1.0
ENSG00000226130	0	0	0	0	0
ENSG00000083290	4721	5	177	0.999	0.964
ENSG00000238934	0	0	0	0	0
ENSG00000206905	0	0	0	0	0
ENSG00000206805	0	0	0	0	0
ENSG00000268903	0	0	0	0	0
ENSG00000213057	5	0	51	1.0	0.089
ENSG00000228331	0	0	16	0	0.0
ENSG00000167193	310	0	6	1.0	0.981
ENSG00000224747	0	0	0	0	0
ENSG00000164007	356	0	8	1.0	0.978
ENSG00000005882	693	1	129	0.999	0.843
ENSG00000160087	4676	0	192	1.0	0.961
ENSG00000238243	0	0	0	0	0
ENSG00000280614	0	0	0	0	0
ENSG00000267505	0	0	0	0	0
ENSG00000225755	0	0	8	0	0.0
ENSG00000118194	0	0	5548	0	0.0
