GENE	TP	FP	FN	P	R
ENSG00000223431	0	0	0	0	0
ENSG00000178028	26365	0	113	1.0	0.996
ENSG00000274611	0	0	0	0	0
ENSG00000272975	0	0	0	0	0
ENSG00000223306	0	0	0	0	0
ENSG00000274620	0	0	0	0	0
ENSG00000171488	0	0	90	0	0.0
ENSG00000142794	5608	1	876	1.0	0.865
ENSG00000231987	0	0	0	0	0
ENSG00000228646	20	0	0	1.0	1.0
ENSG00000286719	90	0	0	1.0	1.0
ENSG00000262708	0	0	0	0	0
ENSG00000263786	0	0	0	0	0
ENSG00000186377	28	0	0	1.0	1.0
ENSG00000160299	564	3	56	0.995	0.91
ENSG00000230114	0	0	0	0	0
ENSG00000287422	0	0	0	0	0
ENSG00000277313	0	0	0	0	0
ENSG00000278997	50	0	0	1.0	1.0
ENSG00000267359	0	0	0	0	0
ENSG00000133193	434	1	536	0.998	0.447
ENSG00000233708	169	9	1	0.949	0.994
ENSG00000264673	0	0	94	0	0.0
ENSG00000130762	3017	0	7	1.0	0.998
ENSG00000158477	178	0	0	1.0	1.0
ENSG00000287601	0	0	0	0	0
ENSG00000284247	0	0	2	0	0.0
ENSG00000006062	2271	5	1583	0.998	0.589
ENSG00000227242	13	0	1	1.0	0.929
ENSG00000227591	0	0	0	0	0
ENSG00000281696	0	0	0	0	0
ENSG00000234996	1259	0	11	1.0	0.991
ENSG00000272006	0	0	0	0	0
ENSG00000235582	0	0	0	0	0
ENSG00000143622	1577	0	5	1.0	0.997
ENSG00000172146	50	0	2	1.0	0.962
ENSG00000173991	117	0	15	1.0	0.886
ENSG00000223026	0	0	0	0	0
ENSG00000179477	2165	0	715	1.0	0.752
ENSG00000228318	0	0	60	0	0.0
ENSG00000263400	0	0	738	0	0.0
ENSG00000251972	0	0	8	0	0.0
ENSG00000226292	100	0	0	1.0	1.0
ENSG00000226960	0	0	0	0	0
ENSG00000131097	8	0	0	1.0	1.0
ENSG00000250838	0	0	0	0	0
ENSG00000137960	159	1	15	0.994	0.914
ENSG00000159217	363	0	11	1.0	0.971
ENSG00000141699	3041	0	33	1.0	0.989
ENSG00000284172	0	0	0	0	0
ENSG00000132485	0	0	4	0	0.0
ENSG00000233029	0	0	0	0	0
ENSG00000286389	227	0	1	1.0	0.996
ENSG00000227883	0	0	0	0	0
ENSG00000277234	0	0	346	0	0.0
ENSG00000117682	4614	0	14	1.0	0.997
ENSG00000265445	1381	0	611	1.0	0.693
ENSG00000215796	0	0	32	0	0.0
ENSG00000158748	713	0	1	1.0	0.999
ENSG00000284112	0	0	20	0	0.0
ENSG00000252707	0	0	0	0	0
ENSG00000157131	0	0	0	0	0
ENSG00000207379	0	0	0	0	0
ENSG00000177212	0	0	0	0	0
ENSG00000143603	1798	4	8	0.998	0.996
ENSG00000261996	0	0	0	0	0
ENSG00000198793	8	5	0	0.615	1.0
ENSG00000171953	8628	0	280	1.0	0.969
ENSG00000117399	0	0	0	0	0
ENSG00000223125	0	0	0	0	0
ENSG00000134369	36	4	1944	0.9	0.018
ENSG00000200997	0	0	0	0	0
ENSG00000233621	0	1	0	0.0	0
ENSG00000271701	0	0	0	0	0
ENSG00000267734	0	0	452	0	0.0
ENSG00000228247	0	0	0	0	0
ENSG00000222222	0	0	0	0	0
ENSG00000272506	865	0	15	1.0	0.983
ENSG00000237453	0	0	6	0	0.0
ENSG00000262730	17	0	93	1.0	0.155
ENSG00000083444	504	1	0	0.998	1.0
ENSG00000136636	152	0	0	1.0	1.0
ENSG00000231510	0	0	0	0	0
ENSG00000116990	479	0	35	1.0	0.932
ENSG00000230735	0	0	0	0	0
ENSG00000284632	231	1	1	0.996	0.996
ENSG00000269713	2199	3	5251	0.999	0.295
ENSG00000064703	30	0	0	1.0	1.0
ENSG00000240445	0	0	0	0	0
ENSG00000241794	11	0	5	1.0	0.688
ENSG00000236244	0	0	0	0	0
ENSG00000203825	486	1	4	0.998	0.992
ENSG00000228369	0	0	0	0	0
ENSG00000131233	0	0	0	0	0
ENSG00000162552	1707	1	47	0.999	0.973
ENSG00000229687	2	0	0	1.0	1.0
ENSG00000228121	0	0	0	0	0
ENSG00000279281	0	0	0	0	0
ENSG00000143149	66	0	2	1.0	0.971
ENSG00000232952	0	0	0	0	0
ENSG00000212658	46	0	0	1.0	1.0
ENSG00000262133	0	0	0	0	0
ENSG00000253831	583	0	31	1.0	0.95
ENSG00000267765	0	0	0	0	0
ENSG00000207123	0	0	0	0	0
ENSG00000215873	0	0	0	0	0
ENSG00000134686	230	0	1206	1.0	0.16
ENSG00000229330	0	0	10	0	0.0
ENSG00000243364	0	0	0	0	0
ENSG00000233792	0	0	0	0	0
ENSG00000270533	2	4	0	0.333	1.0
ENSG00000235446	0	0	0	0	0
ENSG00000229595	386	0	0	1.0	1.0
ENSG00000129244	94	0	0	1.0	1.0
ENSG00000280222	0	0	0	0	0
ENSG00000181227	0	0	30	0	0.0
ENSG00000243480	374	0	1384	1.0	0.213
ENSG00000143631	0	0	1802	0	0.0
ENSG00000266947	75	0	1	1.0	0.987
ENSG00000286802	0	0	250	0	0.0
ENSG00000267312	2	0	0	1.0	1.0
ENSG00000277655	36	0	28	1.0	0.562
ENSG00000263266	0	0	0	0	0
ENSG00000279967	0	0	0	0	0
ENSG00000278903	1011	1	1127	0.999	0.473
ENSG00000255713	6	0	0	1.0	1.0
ENSG00000162368	73	2	1	0.973	0.986
ENSG00000126353	3	0	1	1.0	0.75
ENSG00000265139	0	0	14	0	0.0
ENSG00000081248	0	0	0	0	0
ENSG00000238087	0	0	0	0	0
ENSG00000274978	0	0	6	0	0.0
ENSG00000219102	0	0	0	0	0
ENSG00000197780	600	0	8	1.0	0.987
ENSG00000279261	84	0	0	1.0	1.0
ENSG00000224388	0	0	314	0	0.0
ENSG00000225475	0	0	192	0	0.0
ENSG00000224718	69	0	1	1.0	0.986
ENSG00000213424	0	0	262	0	0.0
ENSG00000230897	296	0	4	1.0	0.987
ENSG00000277512	0	0	18	0	0.0
ENSG00000132530	5017	0	25	1.0	0.995
ENSG00000271746	0	0	0	0	0
ENSG00000285486	0	0	0	0	0
ENSG00000271428	0	0	548	0	0.0
ENSG00000271459	0	0	0	0	0
ENSG00000171180	61	0	1	1.0	0.984
ENSG00000276250	0	0	0	0	0
ENSG00000230864	0	0	0	0	0
ENSG00000178404	0	0	462	0	0.0
ENSG00000232185	0	0	0	0	0
ENSG00000261314	32	0	0	1.0	1.0
ENSG00000214226	415	0	1	1.0	0.998
ENSG00000141522	711	0	35	1.0	0.953
ENSG00000284202	0	0	0	0	0
ENSG00000271806	0	0	0	0	0
ENSG00000272145	0	0	0	0	0
ENSG00000239494	0	0	0	0	0
ENSG00000143418	706	0	432	1.0	0.62
ENSG00000252956	0	0	0	0	0
ENSG00000231978	0	0	0	0	0
ENSG00000224149	0	0	90	0	0.0
ENSG00000143569	2413	0	11	1.0	0.995
ENSG00000243905	0	0	0	0	0
ENSG00000108509	746	0	406	1.0	0.648
ENSG00000175130	0	0	0	0	0
ENSG00000264491	0	0	64	0	0.0
ENSG00000187481	3	0	1	1.0	0.75
ENSG00000286054	0	0	2	0	0.0
ENSG00000223519	1088	3	1202	0.997	0.475
ENSG00000266340	0	0	0	0	0
ENSG00000202239	0	0	0	0	0
ENSG00000253506	0	0	0	0	0
ENSG00000260941	0	0	0	0	0
ENSG00000228776	0	0	0	0	0
ENSG00000241180	0	0	0	0	0
ENSG00000251239	0	0	0	0	0
ENSG00000229336	0	0	0	0	0
ENSG00000263684	0	0	0	0	0
ENSG00000232260	0	0	0	0	0
ENSG00000228879	0	0	42	0	0.0
ENSG00000233411	0	0	0	0	0
ENSG00000198128	3157	0	105	1.0	0.968
ENSG00000188984	0	0	0	0	0
ENSG00000283136	0	0	0	0	0
ENSG00000109046	2638	0	36	1.0	0.987
ENSG00000231095	0	0	0	0	0
ENSG00000253042	0	0	4	0	0.0
ENSG00000225079	0	0	0	0	0
ENSG00000283853	0	0	0	0	0
ENSG00000228939	0	0	0	0	0
ENSG00000215883	0	0	2018	0	0.0
ENSG00000143751	0	0	0	0	0
ENSG00000228830	0	0	44	0	0.0
ENSG00000236504	1	0	1	1.0	0.5
ENSG00000202526	0	0	0	0	0
ENSG00000171608	2458	10	106	0.996	0.959
ENSG00000206627	0	0	94	0	0.0
ENSG00000274062	0	0	0	0	0
ENSG00000183688	29653	0	623	1.0	0.979
ENSG00000252530	0	0	0	0	0
ENSG00000283752	0	0	0	0	0
ENSG00000235361	0	0	262	0	0.0
ENSG00000228404	2	0	0	1.0	1.0
ENSG00000177606	0	0	0	0	0
ENSG00000278431	0	0	0	0	0
ENSG00000116922	1719	0	13	1.0	0.992
ENSG00000234367	0	0	0	0	0
ENSG00000186866	3843	0	1335	1.0	0.742
ENSG00000260179	0	0	0	0	0
ENSG00000134242	0	0	1894	0	0.0
ENSG00000286541	20	0	170	1.0	0.105
ENSG00000008294	791	18	51	0.978	0.939
ENSG00000287797	22	0	0	1.0	1.0
ENSG00000223263	0	0	6	0	0.0
ENSG00000251958	0	0	0	0	0
ENSG00000253347	0	0	0	0	0
ENSG00000238761	0	0	0	0	0
ENSG00000278610	0	0	0	0	0
ENSG00000229191	22	0	0	1.0	1.0
ENSG00000084652	0	1	0	0.0	0
ENSG00000272426	0	0	0	0	0
ENSG00000142621	1903	1	1061	0.999	0.642
ENSG00000263120	0	0	0	0	0
ENSG00000196156	0	0	0	0	0
ENSG00000000938	11006	0	30	1.0	0.997
ENSG00000279602	0	0	0	0	0
ENSG00000276869	0	0	22	0	0.0
ENSG00000162419	140	4	0	0.972	1.0
ENSG00000120093	0	2	2584	0.0	0.0
ENSG00000235777	0	0	0	0	0
ENSG00000276756	17	0	151	1.0	0.101
ENSG00000275774	30	0	14	1.0	0.682
ENSG00000252368	0	0	0	0	0
ENSG00000263908	0	0	0	0	0
ENSG00000226776	0	0	0	0	0
ENSG00000117280	1077	0	5	1.0	0.995
ENSG00000167085	0	0	694	0	0.0
ENSG00000136451	413	0	71	1.0	0.853
ENSG00000162843	611	0	21	1.0	0.967
ENSG00000228175	0	0	0	0	0
ENSG00000248954	0	0	0	0	0
ENSG00000162545	338	0	0	1.0	1.0
ENSG00000234546	0	0	2406	0	0.0
ENSG00000167889	5040	2	20	1.0	0.996
ENSG00000199735	0	0	0	0	0
ENSG00000264840	0	0	0	0	0
ENSG00000270507	0	0	0	0	0
ENSG00000252274	0	0	414	0	0.0
ENSG00000240432	2126	0	16	1.0	0.993
ENSG00000162702	0	0	818	0	0.0
ENSG00000001460	486	0	306	1.0	0.614
ENSG00000197429	96	3	2	0.97	0.98
ENSG00000244703	0	0	0	0	0
ENSG00000131885	51	1	33	0.981	0.607
ENSG00000275538	0	0	0	0	0
ENSG00000274808	0	0	622	0	0.0
ENSG00000260238	1	1	3	0.5	0.25
ENSG00000243437	0	0	4	0	0.0
ENSG00000264791	0	0	0	0	0
ENSG00000284895	0	0	2	0	0.0
ENSG00000212292	0	0	0	0	0
ENSG00000132718	14	0	0	1.0	1.0
ENSG00000207839	0	0	0	0	0
ENSG00000225903	0	0	0	0	0
ENSG00000227777	0	0	0	0	0
ENSG00000157557	39	0	483	1.0	0.075
ENSG00000276409	0	0	346	0	0.0
ENSG00000230638	0	0	2	0	0.0
ENSG00000253058	0	0	0	0	0
ENSG00000202025	0	0	0	0	0
ENSG00000262777	0	0	652	0	0.0
ENSG00000223583	0	0	0	0	0
ENSG00000267184	0	0	6	0	0.0
ENSG00000224702	0	0	0	0	0
ENSG00000262693	88	0	0	1.0	1.0
ENSG00000092853	20160	1	1188	1.0	0.944
ENSG00000226043	0	1	0	0.0	0
ENSG00000205726	0	0	2544	0	0.0
ENSG00000085433	838	6	0	0.993	1.0
ENSG00000262786	4	0	0	1.0	1.0
ENSG00000235933	0	0	0	0	0
ENSG00000266865	785	0	319	1.0	0.711
ENSG00000280114	0	0	0	0	0
ENSG00000171396	274	0	6	1.0	0.979
ENSG00000235002	0	0	0	0	0
ENSG00000274662	0	0	10	0	0.0
ENSG00000284710	2022	0	10	1.0	0.995
ENSG00000268575	0	1	20	0.0	0.0
ENSG00000201025	0	0	0	0	0
ENSG00000242396	51	0	523	1.0	0.089
ENSG00000116641	7022	2	54	1.0	0.992
ENSG00000170498	0	0	0	0	0
ENSG00000203706	54	0	46	1.0	0.54
ENSG00000240409	0	0	0	0	0
ENSG00000267065	1490	0	36	1.0	0.976
ENSG00000076258	573	0	3	1.0	0.995
ENSG00000230623	1010	7	316	0.993	0.762
ENSG00000125414	0	0	130	0	0.0
ENSG00000228397	0	0	318	0	0.0
ENSG00000266501	0	0	0	0	0
ENSG00000127483	10328	0	96	1.0	0.991
ENSG00000131778	0	0	16876	0	0.0
ENSG00000235988	0	0	0	0	0
ENSG00000182352	104	0	740	1.0	0.123
ENSG00000201183	0	0	0	0	0
ENSG00000234324	0	0	24	0	0.0
ENSG00000126653	2599	1	377	1.0	0.873
ENSG00000282199	0	0	0	0	0
ENSG00000232558	0	0	0	0	0
ENSG00000223489	0	0	0	0	0
ENSG00000267420	0	0	0	0	0
ENSG00000280186	0	0	0	0	0
ENSG00000117305	116	1	0	0.991	1.0
ENSG00000199674	0	0	0	0	0
ENSG00000287743	0	0	0	0	0
ENSG00000135838	532	0	0	1.0	1.0
ENSG00000205622	3492	0	494	1.0	0.876
ENSG00000232463	0	0	44	0	0.0
ENSG00000229986	0	0	30	0	0.0
ENSG00000160856	192	0	0	1.0	1.0
ENSG00000228347	0	0	0	0	0
ENSG00000067533	0	0	0	0	0
ENSG00000132781	6781	0	245	1.0	0.965
ENSG00000185220	139	0	1	1.0	0.993
ENSG00000234332	0	0	52	0	0.0
ENSG00000222986	0	0	0	0	0
ENSG00000236770	0	0	0	0	0
ENSG00000198492	827	0	1	1.0	0.999
ENSG00000233717	0	0	102	0	0.0
ENSG00000262533	0	0	0	0	0
ENSG00000251779	0	0	0	0	0
ENSG00000244716	0	0	0	0	0
ENSG00000253039	0	0	32	0	0.0
ENSG00000279111	0	0	0	0	0
ENSG00000252906	0	0	0	0	0
ENSG00000233359	50	0	0	1.0	1.0
ENSG00000121481	4884	2	12	1.0	0.998
ENSG00000167740	370	0	10	1.0	0.974
ENSG00000174021	0	0	300	0	0.0
ENSG00000142606	60	0	90	1.0	0.4
ENSG00000203664	34	0	0	1.0	1.0
ENSG00000154240	8664	32	182	0.996	0.979
ENSG00000226766	0	0	0	0	0
ENSG00000223643	0	0	46	0	0.0
ENSG00000277067	0	0	336	0	0.0
ENSG00000134255	678	0	452	1.0	0.6
ENSG00000285559	0	0	10	0	0.0
ENSG00000259753	0	2	0	0.0	0
ENSG00000156304	9339	0	37	1.0	0.996
ENSG00000154642	719	0	949	1.0	0.431
ENSG00000261781	26	0	0	1.0	1.0
ENSG00000010072	360	0	2	1.0	0.994
ENSG00000235069	0	0	0	0	0
ENSG00000169972	31	0	69	1.0	0.31
ENSG00000162377	0	0	0	0	0
ENSG00000212149	50	0	0	1.0	1.0
ENSG00000198743	0	0	5958	0	0.0
ENSG00000160767	1093	0	5	1.0	0.995
ENSG00000272804	0	0	2	0	0.0
ENSG00000231691	0	0	214	0	0.0
ENSG00000004975	2656	0	14	1.0	0.995
ENSG00000230718	0	0	0	0	0
ENSG00000280378	0	0	0	0	0
ENSG00000116691	25	0	1	1.0	0.962
ENSG00000121957	0	0	440	0	0.0
ENSG00000092978	4897	3	25	0.999	0.995
ENSG00000125447	36450	0	308	1.0	0.992
ENSG00000180530	47	0	35	1.0	0.573
ENSG00000259943	0	0	0	0	0
ENSG00000233432	0	0	0	0	0
ENSG00000235772	0	0	12	0	0.0
ENSG00000207194	0	0	0	0	0
ENSG00000277916	0	0	0	0	0
ENSG00000198468	30	0	0	1.0	1.0
ENSG00000273965	0	0	2	0	0.0
ENSG00000223505	0	0	4	0	0.0
ENSG00000213036	0	0	390	0	0.0
ENSG00000271475	0	0	0	0	0
ENSG00000196550	193	0	687	1.0	0.219
ENSG00000266981	0	0	0	0	0
ENSG00000287586	0	0	18	0	0.0
ENSG00000162624	4988	0	18	1.0	0.996
ENSG00000108671	647	0	51	1.0	0.927
ENSG00000279674	0	0	102	0	0.0
ENSG00000224570	0	0	0	0	0
ENSG00000117592	0	0	130	0	0.0
ENSG00000027644	0	0	0	0	0
ENSG00000223663	505	0	1	1.0	0.998
ENSG00000284188	10174	0	438	1.0	0.959
ENSG00000016602	10	0	90	1.0	0.1
ENSG00000233268	0	0	326	0	0.0
ENSG00000177302	3603	2	41	0.999	0.989
ENSG00000131094	6	0	0	1.0	1.0
ENSG00000266744	0	0	0	0	0
ENSG00000286886	0	0	292	0	0.0
ENSG00000168389	2156	0	8	1.0	0.996
ENSG00000183598	53	0	55	1.0	0.491
ENSG00000286210	302	0	4	1.0	0.987
ENSG00000264174	99	0	1	1.0	0.99
ENSG00000267074	0	0	0	0	0
ENSG00000285201	0	0	0	0	0
ENSG00000177000	3023	0	261	1.0	0.921
ENSG00000174827	12	0	16	1.0	0.429
ENSG00000116761	1273	0	7	1.0	0.995
ENSG00000228504	0	0	0	0	0
ENSG00000287040	4	0	0	1.0	1.0
ENSG00000275029	0	0	8	0	0.0
ENSG00000286190	0	0	30	0	0.0
ENSG00000136630	7	0	55	1.0	0.113
ENSG00000180638	935	0	9	1.0	0.99
ENSG00000108465	0	0	5750	0	0.0
ENSG00000228035	0	0	0	0	0
ENSG00000170382	405	0	1	1.0	0.998
ENSG00000234730	58	0	0	1.0	1.0
ENSG00000116906	321	0	3	1.0	0.991
ENSG00000108506	4507	0	21	1.0	0.995
ENSG00000264101	0	0	0	0	0
ENSG00000141562	2607	4	167	0.998	0.94
ENSG00000286155	0	0	374	0	0.0
ENSG00000279186	0	0	4244	0	0.0
ENSG00000262633	0	14	0	0.0	0
ENSG00000272931	0	0	0	0	0
ENSG00000283936	0	0	4	0	0.0
ENSG00000143207	2495	4	13	0.998	0.995
ENSG00000267369	0	0	0	0	0
ENSG00000272134	0	0	44	0	0.0
ENSG00000230285	6	0	0	1.0	1.0
ENSG00000227456	0	0	364	0	0.0
ENSG00000224427	0	0	18	0	0.0
ENSG00000225723	9	0	1	1.0	0.9
ENSG00000227290	0	0	0	0	0
ENSG00000267506	0	0	0	0	0
ENSG00000142224	2975	0	159	1.0	0.949
ENSG00000229571	91	0	1721	1.0	0.05
ENSG00000162771	0	0	0	0	0
ENSG00000236804	0	0	6	0	0.0
ENSG00000272971	0	0	0	0	0
ENSG00000233676	0	3	0	0.0	0
ENSG00000154025	1126	2	778	0.998	0.591
ENSG00000229588	0	0	0	0	0
ENSG00000005884	10195	0	77	1.0	0.993
ENSG00000227579	320	7	728	0.979	0.305
ENSG00000287676	2	0	0	1.0	1.0
ENSG00000202184	0	0	2	0	0.0
ENSG00000237491	0	0	3502	0	0.0
ENSG00000277057	0	0	0	0	0
ENSG00000259788	0	0	0	0	0
ENSG00000228477	0	0	146	0	0.0
ENSG00000172171	75	0	65	1.0	0.536
ENSG00000225675	0	0	0	0	0
ENSG00000125695	20	3	666	0.87	0.029
ENSG00000006025	1773	0	3	1.0	0.998
ENSG00000167302	1357	0	735	1.0	0.649
ENSG00000214978	74	0	126	1.0	0.37
ENSG00000154914	2728	1	538	1.0	0.835
ENSG00000222363	0	0	0	0	0
ENSG00000233118	0	0	0	0	0
ENSG00000279035	24	0	12	1.0	0.667
ENSG00000278627	0	0	0	0	0
ENSG00000085840	0	0	0	0	0
ENSG00000122483	3621	1	1137	1.0	0.761
ENSG00000233372	52	0	0	1.0	1.0
ENSG00000244389	0	0	0	0	0
ENSG00000232750	0	0	2	0	0.0
ENSG00000233940	0	0	0	0	0
ENSG00000228536	3226	0	8	1.0	0.998
ENSG00000287259	0	0	0	0	0
ENSG00000132879	1470	0	162	1.0	0.901
ENSG00000264497	0	0	0	0	0
ENSG00000215695	0	0	0	0	0
ENSG00000262358	0	0	32	0	0.0
ENSG00000143106	24	0	0	1.0	1.0
ENSG00000177303	3461	0	25	1.0	0.993
ENSG00000277268	639	0	5	1.0	0.992
ENSG00000176054	6	1	0	0.857	1.0
ENSG00000252073	0	0	0	0	0
ENSG00000207349	190	0	2	1.0	0.99
ENSG00000178965	1542	0	164	1.0	0.904
ENSG00000186919	132	0	1226	1.0	0.097
ENSG00000283477	0	0	0	0	0
ENSG00000242590	0	0	0	0	0
ENSG00000223728	108	0	0	1.0	1.0
ENSG00000176261	394	2	2	0.995	0.995
ENSG00000167703	909	0	7	1.0	0.992
ENSG00000266002	0	0	0	0	0
ENSG00000073536	8679	0	3217	1.0	0.73
ENSG00000264592	0	0	0	0	0
ENSG00000133195	1107	76	3	0.936	0.997
ENSG00000263781	0	0	0	0	0
ENSG00000229294	0	0	0	0	0
ENSG00000283518	0	0	0	0	0
ENSG00000085998	347	1	11	0.997	0.969
ENSG00000199377	0	0	0	0	0
ENSG00000162772	858	0	2	1.0	0.998
ENSG00000226862	0	0	4	0	0.0
ENSG00000287624	0	0	0	0	0
ENSG00000238627	0	0	0	0	0
ENSG00000203878	1401	2	31	0.999	0.978
ENSG00000162817	4	0	0	1.0	1.0
ENSG00000279207	0	0	0	0	0
ENSG00000279788	0	0	0	0	0
ENSG00000189409	25	0	47827	1.0	0.001
ENSG00000236809	0	0	0	0	0
ENSG00000231068	0	0	0	0	0
ENSG00000199471	0	0	0	0	0
ENSG00000236806	0	0	4	0	0.0
ENSG00000265126	0	0	52	0	0.0
ENSG00000127481	1698	0	174	1.0	0.907
ENSG00000240553	3	0	17	1.0	0.15
ENSG00000207328	0	0	0	0	0
ENSG00000228453	202	0	0	1.0	1.0
ENSG00000235052	360	0	0	1.0	1.0
ENSG00000243485	0	0	0	0	0
ENSG00000224751	0	0	0	0	0
ENSG00000226822	122	0	0	1.0	1.0
ENSG00000215817	382	355	46	0.518	0.893
ENSG00000182224	0	0	552	0	0.0
ENSG00000204650	0	0	572	0	0.0
ENSG00000263531	0	0	0	0	0
ENSG00000232855	643	2	7	0.997	0.989
ENSG00000174680	0	0	76	0	0.0
ENSG00000159199	0	0	514	0	0.0
ENSG00000264829	0	0	0	0	0
ENSG00000249838	0	0	0	0	0
ENSG00000270575	0	0	0	0	0
ENSG00000286589	0	0	0	0	0
ENSG00000121310	2714	0	24	1.0	0.991
ENSG00000207356	0	0	0	0	0
ENSG00000274886	18	0	2	1.0	0.9
ENSG00000287282	0	0	0	0	0
ENSG00000286966	0	0	0	0	0
ENSG00000280280	0	0	0	0	0
ENSG00000271355	0	0	0	0	0
ENSG00000158731	0	0	0	0	0
ENSG00000223525	0	0	2	0	0.0
ENSG00000267801	0	0	2	0	0.0
